证券代码,证券简称,报告日期,报告类型,报告日期名称,货币单位,营业收入,利息净收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,投资收益,对联营企业投资收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业收入其他项目,营业收入差额,营业支出,营业税金及附加,业务管理费,资产减值损失,信用减值损失,其他业务成本,营业支出其他项目,营业利润其他项目,营业利润差额,营业利润,非经营性收入,非经营性支出,影响税前利润的其他项目,利润总额差额,利润总额,所得税费用,影响净利润差额,净利润,持续经营净利润,母公司净利润,少数股东权益,扣除母公司净利润,净利润其他项目,基本每股收益,稀释每股收益,其他综合收益,母公司其他综合收益,少数股东其他综合收益,母公司其他综合收益其他项目,母公司其他综合收益差额,不可重分类至损益的其他综合收益,设定收益计划变动,不可重分类至损益的其他综合收益-其他项目,可重分类至损益的其他综合收益,权益法下可重分类的其他综合收益,FVOCI金融资产公允价值变动,现金流量套期有效部分,外币报表折算差额,可重分类至损益的其他综合收益-其他项目,可重分类其他综合收益差额,其他综合收益其他项目,其他综合收益差额,综合收益总额,母公司综合收益总额,少数股东综合收益总额,其他权益工具公允价值变动,债权投资公允价值变动,债权投资减值准备,终止经营收益
000001.SZ,平安银行,2002-12-31 00:00:00,年报,2002年报,CNY,54.0,15.65,39.11,23.46,0.78,1.05,0.27,6.31,,,0.69,13.19,,,,,31.2,2.92,18.42,9.63,,0.23,,,17.17,24.17,0.15,0.27,,-18.87,5.17,2.04,,3.13,,3.13,,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2002-09-30 00:00:00,三季报,2002三季报,CNY,38.89,,,,,0.75,0.17,4.23,,,0.42,,,,,,,2.2,,4.61,,,,,11.33,15.98,0.14,0.13,,-11.04,4.96,1.29,0.0,3.66,,3.66,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2002-06-30 00:00:00,中报,2002中报,CNY,24.13,,,,,0.41,0.09,3.35,,,0.3,,,,,,,1.33,,3.66,,,,,8.6,12.26,0.03,0.09,,-8.34,3.86,0.72,0.0,3.14,,3.14,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2002-03-31 00:00:00,一季报,2002一季报,CNY,10.95,,,,,0.15,0.04,1.18,,,0.01,,,,,,,0.64,,1.09,,,,,3.97,5.17,0.01,0.01,,-2.91,2.26,0.42,0.0,1.84,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2001-12-31 00:00:00,年报,2001年报,CNY,38.86,20.34,37.33,16.99,0.63,0.8,0.17,4.42,,,0.52,0.22,,,,,20.36,2.62,10.78,3.35,,6.96,,,11.07,16.01,0.11,0.14,,-10.39,5.59,1.57,,4.02,,4.02,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2001-09-30 00:00:00,三季报,2001三季报,CNY,25.8,,,,0.34,0.44,0.11,2.22,,,0.0,,,,,,24.04,1.6,,1.74,,,,,5.22,9.66,0.04,0.06,,-5.56,4.07,0.42,0.0,3.65,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2001-06-30 00:00:00,中报,2001中报,CNY,15.7,,,,,0.26,0.06,1.99,,,0.0,,,,,,,0.99,,1.22,,,,,4.88,6.87,0.02,0.05,,-4.19,2.64,0.41,0.0,2.23,,2.23,,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2001-03-31 00:00:00,一季报,2001一季报,CNY,7.25,,,,0.08,0.1,0.03,0.27,,,0.0,,,,,,,0.5,,,,,,,2.12,2.39,0.01,0.03,,-0.77,1.6,0.21,-0.0,1.39,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2000-12-31 00:00:00,年报,2000年报,CNY,27.89,13.77,23.41,9.64,0.39,0.49,0.1,3.57,,,0.28,0.15,,,,,12.59,1.83,7.05,,,3.72,,,4.82,8.67,0.1,0.17,,-3.57,5.03,0.4,,4.63,,4.63,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2000-06-30 00:00:00,中报,2000中报,CNY,10.41,,,,,0.12,0.04,1.55,,,0.0,,,,,,,0.72,0.1,0.23,,,0.0,,1.55,3.1,0.04,0.04,,-1.55,1.55,0.15,,1.4,,1.4,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1999-12-31 00:00:00,年报,1999年报,CNY,22.03,12.44,20.92,8.48,0.17,0.24,0.07,2.43,,,0.23,2.06,,,,,11.19,1.63,5.89,0.07,,3.52,0.01,,2.51,5.16,0.06,0.05,,-2.43,2.75,0.51,,2.24,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1999-06-30 00:00:00,中报,1999中报,CNY,11.35,,,,,0.07,0.03,1.09,,,0.0,,,,,,,0.84,0.05,0.0,,,0.01,,,2.79,0.02,0.04,,,2.76,0.36,,2.41,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1998-12-31 00:00:00,年报,1998年报,CNY,28.04,15.31,25.32,10.02,0.19,0.3,0.12,1.85,,,0.33,2.08,,,,,11.13,1.92,0.13,0.06,,3.42,0.04,,,8.08,0.15,0.08,,,8.15,1.01,,7.14,,7.14,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1998-06-30 00:00:00,中报,1998中报,CNY,12.94,,,,,0.14,0.05,0.71,,,0.08,,,,,,,0.86,0.06,0.0,,,0.0,,3.57,4.35,0.02,0.02,,0.0,4.36,0.58,0.0,3.78,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1997-12-31 00:00:00,年报,1997年报,CNY,18.69,14.49,26.57,12.08,0.27,0.4,0.12,3.39,,,0.22,0.31,,,,,9.07,1.85,5.48,,,1.73,0.13,,,9.62,0.08,0.1,0.42,,10.02,1.4,,8.62,,8.62,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1997-06-30 00:00:00,中报,1997中报,CNY,13.14,,,,,0.1,0.05,1.72,,,0.11,,,,,,,0.85,0.07,0.0,,,0.02,,3.59,5.41,0.01,0.06,,-0.12,5.24,0.8,0.0,4.44,,4.44,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1996-12-31 00:00:00,年报,1996年报,CNY,15.61,12.2,23.7,11.5,0.93,1.05,0.12,1.8,,,0.29,0.39,,,,,6.44,1.09,3.86,,,1.49,0.05,,,9.17,0.05,0.03,,-0.0,9.2,1.32,,7.87,,7.87,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1996-06-30 00:00:00,中报,1996中报,CNY,11.45,,,,,0.26,0.03,0.39,,,0.1,,,,,,,0.47,0.04,0.0,,,0.03,,3.83,4.32,0.02,0.01,,-0.06,4.27,0.63,0.0,3.64,,3.64,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1995-12-31 00:00:00,年报,1995年报,CNY,9.8,8.34,17.02,8.68,0.19,0.27,0.07,0.27,,,0.16,0.84,,,,,4.76,0.79,3.0,,,0.97,0.01,,,5.04,0.07,0.01,-0.03,0.0,5.07,0.72,,4.35,,4.35,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1995-06-30 00:00:00,中报,1995中报,CNY,8.42,,,,,0.12,0.01,0.19,,,0.01,,,,,,,0.34,0.02,0.0,,,0.01,,2.37,2.57,0.02,0.01,,-0.03,2.55,0.38,0.0,2.17,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1994-12-31 00:00:00,年报,1994年报,CNY,7.4,5.86,11.86,5.99,0.16,0.17,0.01,0.7,,,0.15,0.53,,,,,3.24,0.51,2.06,,,0.68,-0.01,,,4.16,0.01,0.03,-0.0,-0.0,4.14,0.58,,3.56,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1994-06-30 00:00:00,中报,1994中报,CNY,4.84,,,,,0.04,0.0,0.02,,,0.05,,,,,,,0.22,,0.0,,,,,1.98,2.05,0.0,0.0,,0.0,2.05,,0.03,2.08,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1993-12-31 00:00:00,年报,1993年报,CNY,6.19,,,,,,,0.07,,,,,,,,,,,,0.0,,,,,2.95,3.02,,,,0.0,3.02,,-0.29,2.73,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1993-06-30 00:00:00,中报,1993中报,CNY,2.66,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.62,1.62,0.24,0.0,1.37,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1992-12-31 00:00:00,年报,1992年报,CNY,4.76,,,,,,,0.05,,,,,,,,,,,,0.0,,,,,2.21,2.26,,,,0.0,2.26,,-0.54,1.72,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1991-12-31 00:00:00,年报,1991年报,CNY,3.35,,,,,,,0.04,,,,,,,,,,,,0.0,,,,,1.46,1.5,,,,0.0,1.5,,-0.38,1.13,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1990-12-31 00:00:00,年报,1990年报,CNY,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.01,1.01,,-0.3,0.71,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,1989-12-31 00:00:00,年报,1989年报,CNY,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.67,0.67,,-0.24,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
