指标名称,2024中报,2024三季报,2024一季报,2023年报,2023中报,2023三季报,2023一季报,2022年报,2022中报,2022三季报,2022一季报,2021年报,2021中报,2021三季报,2021一季报,2020年报,2020中报,2020三季报,2020一季报,2019年报,2019中报,2019三季报,2019一季报,2018年报,2018中报,2018三季报,2018一季报,2017年报,2017中报,2017三季报,2017一季报,2016年报,2016中报,2016三季报,2016一季报,2015年报,2015中报,2015三季报,2015一季报,2014年报,2014中报,2014三季报,2014一季报,2013年报,2013中报,2013三季报,2013一季报,2012年报,2012中报,2012三季报,2012一季报,2011年报,2011中报,2011三季报,2011一季报,2010年报,2010中报,2010三季报,2010一季报,2009年报,2009中报,2009三季报,2009一季报,2008年报,2008中报,2008三季报,2008一季报,2007年报,2007中报,2007三季报,2007一季报,2006年报,2006中报,2006三季报,2006一季报,2005年报,2005中报,2005三季报,2005一季报,2004年报,2004中报,2004三季报,2004一季报,2003年报,2003中报,2003三季报,2003一季报,2002年报,2002中报,2001年报,2001中报,2000年报
CONSTRUCT_LONG_ASSET,15.31,28.74,7.96,26.2,14.05,19.45,9.06,53.07,16.86,26.39,12.23,34.09,18.54,22.51,14.11,20.9,9.64,16.15,4.14,31.49,11.25,20.28,6.09,16.07,7.17,10.16,5.75,11.25,4.81,7.57,3.07,10.19,4.97,7.75,3.67,20.61,12.76,18.11,8.66,44.31,28.46,36.98,20.25,54.06,25.27,39.45,11.25,42.12,17.01,30.42,6.79,21.85,7.47,12.34,3.01,17.32,10.8,13.94,4.69,13.57,6.89,10.59,2.89,10.11,4.1,6.44,1.75,7.72,3.33,5.46,1.83,7.37,3.12,5.44,1.05,5.41,2.43,3.89,1.02,3.55,1.38,2.28,0.74,3.35,2.01,3.0,1.07,4.67,2.61,3.32,,0.34
INVEST_PAY_CASH,40.0,40.0,,148.18,12.0,85.0,10.0,2.1,,0.1,,21.5,20.0,20.0,,0.2,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,,0.15,0.15,0.15,,,,,,,,,,,,,,0.5,0.5,0.5,,0.1,0.1,0.1,0.1,0.05,,,,0.17,0.17,0.17,0.17,0.41,,,,,,,,,,,,,,,,0.04,0.04,,,
PLEDGE_LOAN_ADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBTAIN_SUBSIDIARY_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD_PLEDGE_TIMEDEPOSITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAY_OTHER_INVEST,0.04,0.05,0.03,0.07,0.05,0.06,0.04,0.31,0.24,0.27,0.2,0.23,0.18,0.21,0.13,0.18,0.09,0.14,0.06,0.24,0.16,0.2,0.09,0.33,0.24,0.15,0.17,0.17,0.07,0.09,0.06,0.89,0.63,0.04,0.57,0.68,0.3,0.43,0.04,2.59,2.47,2.71,1.48,6.93,4.0,5.37,3.02,3.42,1.37,1.75,0.22,1.51,0.28,0.41,0.12,0.57,0.45,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVEST_OUTFLOW_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVEST_OUTFLOW_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TOTAL_INVEST_OUTFLOW,55.35,68.79,7.99,174.45,26.1,104.5,19.1,55.48,17.1,26.76,12.43,55.82,38.72,42.72,14.24,21.27,9.73,16.29,4.2,31.73,11.4,20.48,6.19,16.4,7.41,10.32,5.92,11.42,4.88,7.66,3.14,11.08,5.6,7.79,4.24,21.55,13.3,18.78,8.69,47.05,31.08,39.84,21.73,60.99,29.27,44.81,14.27,45.54,18.38,32.17,7.01,23.36,7.75,12.75,3.12,18.38,11.74,15.02,4.69,13.67,6.99,10.69,2.99,10.16,4.1,6.44,1.75,7.89,3.5,5.63,2.0,7.78,3.12,5.44,1.05,5.41,2.43,3.89,1.02,3.55,1.38,2.28,0.74,3.35,2.01,3.0,1.07,4.71,2.65,3.32,,0.34
INVEST_NETCASH_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVEST_NETCASH_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0
NETCASH_INVEST,-28.99,-6.05,-7.67,-97.24,-4.8,-83.16,2.18,-55.37,-17.05,-26.71,-12.4,-55.62,-38.72,-42.66,-14.24,-18.05,-9.73,-13.14,-4.2,-31.66,-11.36,-20.4,-6.18,-16.29,-7.4,-10.23,-5.92,-11.21,-4.71,-7.48,-3.0,-11.03,-5.56,-7.73,-4.21,-20.49,-12.91,-17.83,-8.54,-45.8,-29.99,-38.75,-20.85,-53.39,-23.82,-38.38,-10.19,-41.99,-16.77,-30.15,-6.9,-21.2,-7.04,-11.98,-3.01,-17.63,-11.01,-14.26,-4.5,-13.4,-6.72,-10.41,-2.99,-9.93,-3.87,-6.21,-1.52,-7.89,-3.5,-5.63,-2.0,-7.78,-3.12,-5.44,-1.05,-5.41,-2.43,-3.89,-1.02,-3.55,-1.38,-2.28,-0.74,-3.35,-2.01,-3.0,-1.07,-4.71,-2.65,-3.32,-0.01,-0.34
ACCEPT_INVEST_CASH,,,,,,,,,,,,,,,,,,,,8.33,8.33,8.33,,,,,,0.06,0.06,0.06,,0.16,,,,,,,,0.35,,0.06,,0.06,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17,,
SUBSIDIARY_ACCEPT_INVEST,,,,,,,,,,,,,,,,,,,,8.33,8.33,8.33,,,,,,0.06,0.06,0.06,,0.16,,,,,,,,0.35,,0.06,,0.06,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECEIVE_LOAN_CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
ISSUE_BOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECEIVE_OTHER_FINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.22,0.22,0.22,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.04,0.0,0.04,0.01,0.33,,,,,,,,0.0,,,,,,,,
FINANCE_INFLOW_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCE_INFLOW_BALANCE,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.01
TOTAL_FINANCE_INFLOW,,,,,,,,,,,,,,,,,,,,8.33,8.33,8.33,,,,,,0.06,0.06,0.06,,0.16,,,,0.22,0.22,0.22,0.22,1.02,0.0,0.06,0.0,0.06,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.04,0.0,0.04,0.01,0.33,,,,,,,,0.0,,,,,,20.17,,1.29
PAY_DEBT_CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.56,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,1.74
ASSIGN_DIVIDEND_PORFIT,387.86,389.42,,587.55,325.49,346.61,,573.7,282.93,298.23,,264.76,263.6,264.76,,240.91,237.34,238.78,4.51,201.17,198.65,201.21,,164.41,138.55,164.35,,89.05,3.7,88.99,,83.51,32.83,82.84,5.09,55.54,0.01,55.54,0.01,51.22,51.05,51.05,,73.92,67.9,73.44,0.98,43.07,0.55,41.11,0.53,26.62,2.2,24.3,,12.93,1.39,12.55,1.37,12.35,1.74,12.35,0.02,8.85,7.66,7.69,,7.07,0.01,7.07,-0.0,7.6,7.56,7.58,0.35,1.92,0.27,1.76,0.14,0.62,-0.09,0.65,-0.06,0.47,0.09,0.51,-0.02,1.39,-0.02,1.03,,1.02
SUBSIDIARY_PAY_DIVIDEND,,1.56,,22.05,,21.12,,26.19,23.76,25.95,,22.4,21.24,22.4,,27.04,23.47,24.92,4.51,18.54,17.97,17.97,,26.24,0.38,26.18,,3.79,3.7,3.73,,5.32,5.09,5.32,5.09,5.13,,5.13,,5.8,,,,6.32,,,,2.0,,,,,,,,,,,1.37,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,
BUY_SUBSIDIARY_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAY_OTHER_FINANCE,0.29,0.47,0.12,1.34,0.48,0.63,0.23,0.54,0.25,0.42,0.04,0.88,0.48,0.52,0.42,0.37,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
SUBSIDIARY_REDUCE_CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCE_OUTFLOW_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCE_OUTFLOW_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TOTAL_FINANCE_OUTFLOW,388.16,389.89,0.12,588.89,325.97,347.25,0.23,574.25,283.19,298.65,0.04,265.64,264.08,265.28,0.42,241.28,237.34,238.78,4.51,201.17,198.65,201.21,,164.41,138.55,164.35,,89.05,3.7,88.99,,83.51,32.83,82.84,5.09,56.1,0.57,56.1,0.57,51.44,51.05,51.05,0.0,73.92,67.9,73.44,0.98,43.07,0.55,41.11,0.53,26.62,2.2,24.3,,12.93,1.39,12.55,1.37,12.35,1.74,12.35,0.02,8.85,7.66,7.69,,7.07,0.01,7.07,-0.0,7.6,7.56,7.58,0.35,1.92,0.27,1.76,0.14,0.62,-0.09,0.65,-0.06,0.47,0.09,0.51,-0.02,1.39,-0.02,2.32,,2.76
FINANCE_NETCASH_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCE_NETCASH_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0
NETCASH_FINANCE,-388.16,-389.89,-0.12,-588.89,-325.97,-347.25,-0.23,-574.25,-283.19,-298.65,-0.04,-265.64,-264.08,-265.28,-0.42,-241.28,-237.34,-238.78,-4.51,-192.84,-190.32,-192.88,,-164.41,-138.55,-164.35,,-88.99,-3.64,-88.93,,-83.35,-32.83,-82.84,-5.09,-55.88,-0.35,-55.88,-0.35,-50.41,-51.05,-50.99,0.0,-73.86,-67.9,-73.44,-0.98,-39.15,-0.55,-41.11,-0.53,-26.62,-2.2,-24.29,0.0,-12.93,-1.39,-12.54,-1.37,-12.35,-1.74,-12.35,-0.02,-8.84,-7.66,-7.69,0.01,-7.05,-0.01,-7.07,0.0,-7.56,-7.56,-7.54,-0.34,-1.59,-0.27,-1.76,-0.14,-0.62,0.09,-0.65,0.06,-0.47,-0.09,-0.51,0.02,-1.39,0.02,17.85,-0.37,-1.47
RATE_CHANGE_EFFECT,-0.01,-0.0,-0.01,0.02,0.02,0.01,0.0,0.01,-0.01,-0.01,-0.0,-0.02,-0.01,-0.01,-0.01,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.16,-0.16,-0.16,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCE_ADD_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCE_ADD_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCE_ADD,-50.93,48.27,84.08,-20.19,-26.89,69.61,54.4,-262.62,-300.36,-231.31,-81.2,319.0,-85.61,59.57,-29.51,257.37,-120.86,-0.81,14.32,227.61,39.18,59.87,5.71,233.15,31.4,107.63,43.44,121.33,61.01,131.46,58.09,280.14,97.65,234.78,65.06,97.83,35.6,40.37,12.06,30.05,-38.15,-12.95,-19.11,-0.7,-39.57,-19.37,-3.27,38.07,27.27,4.35,5.97,53.66,44.03,54.0,31.1,31.45,5.26,12.84,2.37,16.49,-2.98,-1.98,-4.31,33.71,3.43,16.79,8.42,2.48,3.36,2.79,1.81,5.78,-4.72,1.93,0.86,9.94,1.67,3.19,1.27,5.58,-1.67,0.79,-2.49,5.6,-2.44,0.88,-0.95,-1.76,-4.43,14.95,-1.25,2.63
BEGIN_CCE,1503.6,1503.6,1503.6,1523.79,1523.79,1523.79,1523.79,1786.41,1786.41,1786.41,1786.41,1467.41,1467.41,1467.41,1467.41,1210.04,1210.04,1210.04,1210.04,982.43,982.43,982.43,982.43,749.28,749.28,749.28,749.28,627.95,627.95,627.95,627.95,347.8,347.8,347.8,347.8,249.97,249.97,249.97,249.97,219.92,219.92,219.92,219.92,220.62,220.62,220.62,220.62,182.55,182.55,182.55,182.55,128.88,128.88,128.88,128.88,97.43,97.43,97.43,97.43,80.94,80.94,80.94,80.94,47.23,47.23,47.23,47.23,44.74,44.74,44.74,44.74,38.96,38.98,39.0,9.97,,,,,,,,,,,,,,,,,
END_CCE_OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_CCE_BALANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_CCE,1452.67,1551.87,1587.69,1503.6,1496.9,1593.4,1578.19,1523.79,1486.05,1555.09,1705.2,1786.41,1381.8,1526.97,1437.9,1467.41,1089.18,1209.23,1224.35,1210.04,1021.62,1042.3,988.14,982.43,780.68,856.91,792.72,749.28,688.96,759.41,686.03,627.95,445.46,582.58,412.87,347.8,285.57,290.34,262.04,249.97,181.76,206.97,200.81,219.92,181.05,201.25,217.35,220.62,209.82,186.9,188.51,182.55,172.92,182.88,159.98,128.88,102.69,110.27,99.8,97.43,77.96,78.95,76.62,80.94,50.66,64.02,55.64,47.23,48.1,47.53,46.55,44.74,34.26,40.93,10.84,,,,,,,,,,,,,,,,,
NETPROFIT,431.77,,,775.21,373.32,,,653.76,311.05,,,557.21,262.07,,,495.23,239.28,,,439.7,211.97,,,378.3,169.21,,,290.06,120.44,,,179.31,93.77,,,164.55,83.65,,,162.69,76.65,,,159.65,76.21,,,140.08,73.49,,,92.5,51.66,,,53.4,32.75,,,45.53,29.29,,,40.01,23.52,,,29.66,8.94,,,16.16,6.03,,,11.69,5.03,7.35,3.84,8.54,3.64,5.38,2.71,6.09,2.53,3.54,2.18,3.77,2.38,3.28,,2.51
ASSET_IMPAIRMENT,,,,,,,,,,,,,,,,,,,,0.05,0.12,,,0.01,0.01,,,-0.08,-0.03,,,0.12,0.06,,,-0.01,0.0,,,0.0,0.0,,,-0.02,-0.02,,,0.03,0.01,,,-0.03,-0.02,,,-0.03,0.03,,,-0.0,0.0,,,0.0,-0.01,,,-0.01,0.01,,,0.01,,,,-0.01,,,,0.01,,,,0.02,,,,0.06,,0.07,,
FA_IR_DEPR,8.49,,,16.51,8.21,,,14.44,7.06,,,13.45,6.45,,,11.96,5.92,,,11.5,5.77,,,10.85,5.44,,,10.35,5.16,,,8.43,4.18,,,7.61,3.73,,,6.75,3.21,,,5.2,2.54,,,4.15,2.01,,,3.31,1.59,,,2.68,1.22,,,1.87,0.89,,,1.47,0.7,,,1.04,0.5,,,0.85,0.41,,,0.65,0.32,0.14,0.16,0.55,0.27,0.41,0.13,0.58,0.36,0.48,0.24,0.2,0.09,0.12,,0.1
OILGAS_BIOLOGY_DEPR,8.49,,,16.51,8.21,,,14.44,7.06,,,13.45,6.45,,,11.96,5.92,,,11.5,5.77,,,10.85,5.44,,,10.35,5.16,,,8.43,4.18,,,7.61,3.73,,,6.75,3.21,,,5.2,2.54,,,4.15,2.01,,,3.31,1.59,,,2.68,1.22,,,1.87,0.89,,,1.47,0.7,,,1.04,0.5,,,0.85,0.41,,,0.65,0.32,0.14,0.16,0.55,0.27,0.41,0.13,0.58,0.36,0.48,0.24,0.2,0.09,0.12,,0.1
IR_DEPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA_AMORTIZE,1.09,,,1.97,0.93,,,1.56,0.76,,,1.24,0.6,,,1.1,0.54,,,0.83,0.4,,,0.8,0.4,,,0.81,0.4,,,0.8,0.4,,,0.8,0.4,,,0.78,0.38,,,0.32,0.11,,,0.16,0.07,,,0.12,0.06,,,0.15,0.06,,,0.12,0.06,,,0.07,0.03,,,0.08,0.03,,,0.03,0.0,,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0.03
LPE_AMORTIZE,0.09,,,0.17,0.07,,,0.11,0.05,,,0.11,0.05,,,0.11,0.05,,,0.1,0.05,,,0.1,0.05,,,0.1,0.05,,,0.11,0.06,,,0.07,0.02,,,0.04,0.02,,,0.04,0.02,,,0.04,0.02,,,0.05,0.01,,,0.03,0.03,,,0.09,0.05,,,0.11,0.06,,,0.66,0.05,,,0.09,0.04,,,0.12,0.05,0.02,0.01,0.11,0.02,0.03,0.02,0.05,0.02,0.02,0.01,-0.06,0.01,0.02,,
DEFER_INCOME_AMORTIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREPAID_EXPENSE_REDUCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.07,-0.04,0.01,-0.02,-0.01,-0.03,-0.01,0.1,-0.05,-0.13,0.23,0.17,-0.04,,
ACCRUED_EXPENSE_ADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.33,0.46,0.56,0.02,0.48,1.0,0.45,0.02,0.24,0.72,0.2,0.03,0.3,,,
DISPOSAL_LONGASSET_LOSS,-0.0,,,0.0,0.03,,,-0.0,-0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.0,,,,0.0,,,,,,,,,,,,,,,,,,,
FA_SCRAP_LOSS,0.0,,,-0.02,0.06,,,0.21,0.0,,,0.12,0.0,,,0.0,0.0,,,0.0,0.0,,,0.02,0.0,,,0.03,0.0,,,0.02,-0.0,,,-0.0,0.0,,,0.85,0.06,,,0.09,0.0,,,0.0,0.0,,,-0.01,-0.01,,,0.01,0.01,,,0.0,0.0,,,0.03,0.03,,,0.03,0.0,,,0.0,,,,,,,,0.0,,0.01,,,0.0,0.0,0.0,,,0.01,,0.0
FAIRVALUE_CHANGE_LOSS,-0.36,,,-0.03,0.0,,,,,,,0.02,0.02,,,-0.05,-0.07,,,0.14,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCE_EXPENSE,0.06,,,0.13,0.06,,,0.12,0.05,,,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,,,-0.0,-0.0,,,-0.0,-0.0,,,-0.0,-0.0,,,-0.0,-0.01,,,-0.01,-0.01,,,-0.02,0.02,,,-0.05,0.0,,,-0.32,-0.08,-0.14,-0.04,-0.25,-0.1,-0.22,-0.07,-0.16,-0.04,-0.12,-0.02,-0.17,-0.12,-0.06,,0.08
INVEST_LOSS,-0.02,,,-0.34,-0.04,,,-0.64,-0.32,,,-0.58,-0.28,,,-0.0,,,,,,,,,,,,,,,,,,,,-0.04,-0.03,,,-0.03,-0.03,,,-0.03,-0.03,,,-0.03,-0.03,,,-0.03,-0.03,,,-0.0,-0.0,,,-0.01,-0.01,,,-0.01,-0.01,,,-0.02,-0.01,,,-0.02,,,,-0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,
DEFER_TAX,-3.29,,,-11.35,-5.79,,,-12.23,-8.97,,,-11.15,-1.12,,,-0.95,0.63,,,-0.54,-0.05,,,3.53,1.86,,,3.44,-0.9,,,-5.9,2.6,,,-3.34,2.73,,,0.04,-1.35,,,-1.82,3.41,,,-1.41,1.21,0.0,0.0,-2.24,-0.06,0.0,0.0,-0.53,0.59,0.0,0.0,-0.49,0.83,0.0,0.0,-1.24,0.04,0.0,0.0,1.17,0.15,,,-0.44,0.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT_ASSET_REDUCE,-3.28,,,-10.51,-5.0,,,-12.11,-8.97,,,-11.14,-1.12,,,-0.23,0.62,,,-0.51,-0.07,,,3.53,1.86,,,3.44,-0.9,,,-5.9,2.6,,,-3.34,2.73,,,0.04,-1.35,,,-1.82,3.41,,,-1.41,1.21,,,-2.24,-0.06,,,-0.53,0.59,,,-0.49,0.83,,,-1.24,0.04,,,1.17,0.15,,,-0.44,0.18,,,,,,,,,,,,,,,,,,,
DT_LIAB_ADD,-0.01,,,-0.84,-0.79,,,-0.12,,,,-0.01,-0.01,,,-0.71,0.02,,,-0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREDICT_LIAB_ADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
