,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
44,600519.SH,600519,贵州茅台,10002602,通用,2013-09-30 00:00:00,三季报,2013三季报,058001001,2013-10-16 00:00:00,2014-10-30 00:00:00,CNY,22279996954.57,3212830935.14,,,,,,,55606381.47,,0.0,,,392051047.05,0.0,0.0,25940485318.23,1971215647.3,25000000.0,1886078995.59,,1785892.18,,1794756331.62,9408746583.77,1607783908.46,0.0,0.0,16695367358.92,0.0,0.0,9245117959.31,,3010000.0,,,,640634221.6,0.0,0.0,643644221.6,3944662952.02,,,,,536501410.66,0.0,0.0,4481164362.68,0.0,0.0,-3837520141.08,,,,,17474.78,0.0,0.0,17474.78,,7344321193.68,,,,0.0,0.0,0.0,7344321193.68,0.0,0.0,-7344303718.9,,0.0,0.0,-1936705900.67,22061999850.17,,0.0,20125293949.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3724540686,,,,,,,,,,,,,46.7309958888,,,29.094965826,24.1833584875,,,,,,-1.3406432379,19.4989145027,28.3600033953,,,33.216093642,,,22.2646047752,,-27.1009929765,,,,242.5372320302,,,219.974009603,29.681481068,,,,,207.0810339642,,,39.3172032279,,,-27.2655737339,,,,,-73.9300597729,,,-73.9300597729,,78.6537095029,,,,,,,78.6537095029,,,-78.6561974863,,,,-544.8691576378,20.8566108454,,,7.6792854107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,600519.SH,600519,贵州茅台,10002602,通用,2013-06-30 00:00:00,中报,2013中报,058001001,2013-08-31 00:00:00,2014-08-29 00:00:00,CNY,11959656578.26,3222131230.17,,,,,,,8428612.15,,0.0,,,282354566.61,0.0,0.0,15472570987.19,1249950055.57,,169914872.41,,126573.91,,1212195199.66,6377901906.04,1247457872.69,0.0,0.0,10257546480.28,0.0,0.0,5215024506.91,,3010000.0,,,,542368131.97,0.0,0.0,545378131.97,2527195939.43,,,,,399765665.06,0.0,0.0,2926961604.49,0.0,0.0,-2381583472.52,,,,,17473.89,0.0,0.0,17473.89,,6790411128.35,,,,0.0,0.0,0.0,6790411128.35,0.0,0.0,-6790393654.46,,0.0,0.0,-3956952620.07,22061999850.17,,0.0,18105047230.1,7620914791.31,-2068342.1,254184419.62,254184419.62,,11204325.32,1942477.92,,,,,175182.81,,-17473.89,-3010000.0,340839344.96,340839344.96,,,-673293858.3,82035839.96,-2417882200.7,,0.0,0.0,5215024506.91,,,,0.0,18105047230.1,22061999850.17,,,,,-3956952620.07,-4.5953872404,,,,,,,,,,,,,47.4178701426,,,21.5703699552,15.9621430817,,,,,,-15.0109290222,23.8544505569,103.221499921,,,24.0700335542,,,16.9364173243,,-27.1009929765,,,,270.0118337201,,,239.3548229504,48.5434828947,,,,,192.3066193782,,,59.240188344,,,-41.9832410238,,,,,-59.9458437993,,,-59.9458437993,,12198.1836815591,,,,,,,12198.1836815591,,,-12207.8765964071,,,,-245.0937838643,20.8566108454,,,-13.710948422,3.7008775393,-316.3855956977,26.7708454632,26.7708454632,,68.3347489353,1.1794390792,,,,,108.1732784805,,59.9458437993,3.0049142029,181.6903307234,181.6903307234,,,-14.7561647901,141.9591294547,0.7018990535,,,,16.9364173243,,,,,-13.710948422,20.8566108454,,,,,-245.0937838643,,,,
46,600519.SH,600519,贵州茅台,10002602,通用,2013-03-31 00:00:00,一季报,2013一季报,058001001,2013-04-18 00:00:00,2014-04-25 00:00:00,CNY,6160758035.21,,,,,,,,,,,,,216075840.44,,0.0,6376833875.65,712762334.02,,,,,,519174131.85,3586865460.83,767803034.68,,0.0,5586604961.38,,0.0,790228914.27,,,,,,408123249.5,,0.0,408123249.5,1124939088.24,,,,,301797368.78,,0.0,1426736457.02,,0.0,-1018613207.52,,,,,13684.26,,0.0,13684.26,,98394544.21,,,,,,0.0,98394544.21,,0.0,-98380859.95,,,0.0,-326765153.2,22061999850.17,,0.0,21735234696.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.844690352,,,,,,,,,,,,,28.2353835022,,,7.4520315214,44.0497389289,,,,,,-45.8347360979,30.4622894579,95.652430648,,,21.5778210492,,,-41.0057241834,,,,,,,,,3570.5031882364,65.7210017395,,,,,1264.0436298555,,,103.5460903153,,,-47.663357728,,,,,-37.4191229331,,,-37.4191229331,,85.7736474268,,,,,,,85.7736474268,,,-85.8245286237,,,,-154.7586660055,20.8566108454,,,15.2975562667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,600519.SH,600519,贵州茅台,10002602,通用,2012-12-31 00:00:00,年报,2012年报,058001001,2013-03-29 00:00:00,2014-03-25 00:00:00,CNY,28912367684.82,,,,,,,,,,,,,387671188.51,0.0,0.0,29300038873.33,2707393653.33,,,,,,2953919072.54,10170840319.22,1546575218.99,0.0,0.0,17378728264.08,,0.0,11921310609.25,10000000.0,4129000.0,79000.0,,,340299568.0,0.0,0.0,354507568.0,4211900807.91,,,,,342083058.36,0.0,0.0,4553983866.27,,0.0,-4199476298.27,392000000.0,392000000.0,,,89497.15,,0.0,392089497.15,,4306614120.0,200188455.98,,,,0.0,0.0,4306614120.0,,0.0,-3914524622.85,,,0.0,3807309688.13,18254690162.04,,0.0,22061999850.17,14008450702.17,2979258.5,414952194.94,414952194.94,,15994854.35,3854764.8,,,,,155718.82,,-89497.15,-3103250.0,-141027962.79,-141027962.79,,,-2478610040.56,-64889789.58,162643655.75,,0.0,0.0,11921310609.25,,,,,22061999850.17,18254690162.04,,,,,3807309688.13,22.2038431645,,,,,,,,,,,,,113.3881204289,,,22.8986951827,15.0277342752,,,,,,53.4047589565,22.7431532195,37.2656923206,,,26.9239163414,,,17.4679471822,,37.1760797342,89.9038461538,,,60.1154851722,,,64.439486099,92.8059742619,,,,,125.8341970976,,,94.9476493334,,,-98.0494506,,,,,-13.0862482819,,,380671.5576032678,,61.7839823304,,,,,,,61.7839823304,,,-47.060280757,,,,-29.051444523,41.6366563502,,,20.8566108454,51.4374090411,219.1393366087,25.2282355407,25.2282355407,,34.9141193843,-21.2705437598,,,,,117.5253457112,,13.0862482819,8.2692876145,37.0947292629,37.0947292629,,,-53.6654153181,56.3540961009,-93.6039165351,,,,17.4679471822,,,,,20.8566108454,41.6366563502,,,,,-29.051444523,标准无保留意见,,,
48,600519.SH,600519,贵州茅台,10002602,通用,2012-09-30 00:00:00,三季报,2012三季报,058001001,2012-10-26 00:00:00,2013-10-16 00:00:00,CNY,19826920342.04,,,,,,,,,,,,,267190340.17,,0.0,20094110682.21,1587342838.29,,,,,,1819144570.29,7873499623.76,1252558324.97,,0.0,12532545357.31,,0.0,7561565324.9,10000000.0,4129000.0,,,,187026157.07,,0.0,201155157.07,3041808991.95,,,,,174710044.36,,0.0,3216519036.31,,0.0,-3015363879.24,,,,,67030.38,,0.0,67030.38,,4110925664.02,,,,,,0.0,4110925664.02,,0.0,-4110858633.64,,,0.0,435342812.02,18254690162.04,,0.0,18690032974.06,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7561565324.9,,,,,,,,,,,435342812.02,10.0051470297,,,,,,,,,,,,,172.887301027,,,10.8852141181,7.0864418434,,,,,,32.2720205589,42.1459956012,79.4561054047,,,37.8019898958,,,-16.2333302491,,37.1760797342,,,,150.6990879197,,,159.0474760566,146.4389680342,,,,,326.9784444571,,,152.2318939823,,,-151.7899640217,,,,,-12.9060587441,,,-12.9060587441,,69.2079142304,,,,,,,69.2079142304,,,-69.2105155614,,,,-91.9379951027,41.6366563502,,,2.1965198473,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2333302491,,,,,,,,,,,-91.9379951027,,,,
49,600519.SH,600519,贵州茅台,10002602,通用,2012-06-30 00:00:00,中报,2012中报,058001001,2012-08-10 00:00:00,2013-08-31 00:00:00,CNY,12535721525.74,,,,,,,,,,,,,191533473.07,,0.0,12727254998.81,1077894925.32,,,,,,1426295388.0,5149513705.29,613841484.87,,0.0,8267545503.48,,0.0,4459709495.33,10000000.0,4129000.0,,,,146581293.5,,0.0,160710293.5,1701317277.73,,,,,136762440.04,,0.0,1838079717.77,,0.0,-1677369424.27,,,,,43625.66,,0.0,43625.66,,55214748.0,,,,,,0.0,55214748.0,,0.0,-55171122.34,,,0.0,2727168948.72,18254690162.04,,0.0,20981859110.76,7348939538.55,955859.42,200507000.4,200507000.4,,6655978.87,1919834.64,,,,,84152.4,,-43625.66,-3103250.0,120997885.9,120997885.9,,,-586716939.81,-195513684.45,-2434973254.93,,,0.0,4459709495.33,,,,,20981859110.76,18254690162.04,,,,,2727168948.72,8.5675839019,,,,,,,,,,,,,150.0699237103,,,9.5000356303,4.5911890231,,,,,,43.4374790279,34.5603085603,38.4717878063,,,31.3317290009,,,-16.2951386574,,37.1760797342,,,,115.7282219807,,,126.3614425611,127.7365296215,,,,,382.3985443839,,,137.0475248644,,,-138.1245733357,,,,,-13.9565917819,,,-13.9565917819,,-74.9304968326,,,,,,,-74.9304968326,,,74.9445365717,,,,-38.0652469478,41.6366563502,,,21.3407266247,42.2474639458,160.9538362252,26.1440789075,26.1440789075,,17.8678187551,122.4183812372,,,,,109.4880014536,,13.9565917819,2.9172532457,2156.8344515509,2156.8344515509,,,-71.8122762358,-2339.552768043,-781.6504845532,,,,-16.2951386574,,,,,21.3407266247,41.6366563502,,,,,-38.0652469478,,,353217942.14,36.3096653104
50,600519.SH,600519,贵州茅台,10002602,通用,2012-03-31 00:00:00,一季报,2012一季报,058001001,2012-04-26 00:00:00,2013-04-18 00:00:00,CNY,5766087219.6,,,,,,,,,,,,,168499391.15,,0.0,5934586610.75,494802933.57,,,,,,958500142.8,2749350387.56,392432147.22,,0.0,4595085611.15,,0.0,1339500999.6,10000000.0,1119000.0,,,,,,0.0,11119000.0,678815042.41,,,,,22125199.09,,0.0,700940241.5,,0.0,-689821241.5,,,,,21866.52,,0.0,21866.52,,52964748.0,,,,,,0.0,52964748.0,,0.0,-52942881.48,,,0.0,596736876.62,18254690162.04,,0.0,18851427038.66,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1339500999.6,,,,,,,,,,,596736876.62,-11.8896236318,,,,,,,,,,,,,189.1565665935,,,-10.1152016857,-24.5836558059,,,,,,76.5269734122,54.7351790386,82.1685149311,,,43.9876918589,,,-60.7314806031,,,,,,,,,-1.0763125839,125.7513451133,,,,,90.5656445952,,,124.4432649348,,,-129.1294700069,,,,,-13.8609777764,,,-13.8609777764,,,,,,,,,,,,-208658.4740685007,,,,-80.8129084718,41.6366563502,,,17.832543689,,,,,,,,,,,,,,,,,,,,,,,,,,-60.7314806031,,,,,,,,,,,-80.8129084718,,,,
51,600519.SH,600519,贵州茅台,10002602,通用,2011-12-31 00:00:00,年报,2011年报,058001001,2012-04-11 00:00:00,2013-03-29 00:00:00,CNY,23659131281.08,,,,,,,,,,,,,181674213.04,0.0,0.0,23840805494.12,2353687717.48,,,,,,1925571991.79,8286279154.84,1126701940.48,0.0,0.0,13692240804.59,,0.0,10148564689.53,,3010000.0,41600.0,,,212533826.84,0.0,0.0,215585426.84,2184528163.11,,,,,151475313.64,0.0,0.0,2336003476.75,,0.0,-2120418049.91,,,,,102972.37,,0.0,102972.37,,2661953339.24,,,,,0.0,0.0,2661953339.24,,0.0,-2661850366.87,,,0.0,5366296272.75,12888393889.29,,0.0,18254690162.04,9250323807.62,-2500650.57,331356736.88,331356736.88,,11855582.22,4896216.72,,,,,-888534.94,,-102972.37,-3383000.0,-224191011.56,-224191011.56,,,-1612991469.44,-148673263.2,2542863248.17,,0.0,0.0,10148564689.53,,,,,18254690162.04,12888393889.29,,,,,5366296272.75,58.3760189705,,,,,,,,,,,,,31.4606164488,,,58.1274084764,40.9559088672,,,,,,28.9894594913,69.6014058948,36.2185522646,,,54.2703724286,,,63.6475548606,,73.8477532633,,,,277.3969368969,,,187.2667307405,26.1337704908,,,,,167.9893161469,,,27.0646686176,,,-20.2467171383,,,,,-2.6740991938,,,-2.6740991938,,105.8819918553,,,,,,,105.8819918553,,,-105.8908756791,,,,70.6163381547,32.281562311,,,41.6366563502,73.2347748653,18.4652457476,23.7259270307,23.7259270307,,-19.4585580606,61.330719184,,,,,-243.8089772667,,2.6740991938,-621.245069822,-322.8651808921,-322.8651808921,,,-16.7244540826,-164.2122420799,42.6545825469,,,,63.6475548606,,,,,41.6366563502,32.281562311,,,,,70.6163381547,标准无保留意见,,487177897.39,68.8264516919
52,600519.SH,600519,贵州茅台,10002602,通用,2011-09-30 00:00:00,三季报,2011三季报,058001001,2011-10-18 00:00:00,2012-10-26 00:00:00,CNY,18023629691.34,,,,,,,,,,,,,97912339.33,,0.0,18121542030.67,1482300477.04,,,,,,1375305648.62,5539023164.5,697974762.21,,0.0,9094604052.37,,0.0,9026937978.3,,3010000.0,40000.0,,,74601849.82,,0.0,77651849.82,1234305197.84,,,,,40917766.84,,0.0,1275222964.68,,0.0,-1197571114.86,,,,,76963.31,,0.0,76963.31,,2429511457.97,,,,,,0.0,2429511457.97,,0.0,-2429434494.66,,,0.0,5399932368.78,12888393889.29,,0.0,18288326258.07,,,,,,,,,,,,,,,,0.0,,,,,,,,,,9026937978.3,,,,,,,,,,,5399932368.78,67.8346981054,,,,,,,,,,,,,52.9092896839,,,67.743418892,39.0552117262,,,,,,25.9720514027,37.0636669085,9.0951117541,,,32.9868462998,,,127.6995810153,,73.8477532633,,,,31.6604009635,,,2.9951040278,-11.4699487402,,,,,-28.9878538441,,,-15.0894349528,,,16.0452777768,,,,,-2.1634598272,,,-2.1634598272,,93.6607335844,,,,,,,93.6607335844,,,-93.6667426601,,,,320.713601192,32.281562311,,,65.8553938672,,,,,,,,,,,,,,,,,,,,,,,,,,127.6995810153,,,,,,,,,,,320.713601192,,,,
53,600519.SH,600519,贵州茅台,10002602,通用,2011-06-30 00:00:00,中报,2011中报,058001001,2011-08-31 00:00:00,2012-08-10 00:00:00,CNY,11546468176.97,,,,,,,,,,,,,76591966.85,,0.0,11623060143.82,1030579091.21,,,,,,994367300.42,3826918770.02,443297147.09,,0.0,6295162308.74,,0.0,5327897835.08,,3010000.0,40000.0,,,67947203.27,,0.0,70997203.27,747055064.27,,,,,28350508.44,,0.0,775405572.71,,0.0,-704408369.44,,,,,50701.92,,0.0,50701.92,,220246678.33,,,,,,0.0,220246678.33,,0.0,-220195976.41,,,0.0,4403293489.23,12888393889.29,,0.0,17291687378.52,5166306192.53,-1568169.42,158950782.42,158950782.42,,5646985.7,863163.66,,,,,-886934.94,,-50701.92,-3196500.0,-5882723.61,-5882723.61,,,-341487204.91,-8014324.88,357217270.45,,,,5327897835.08,,,,,17291687378.52,12888393889.29,,,,,4403293489.23,81.5343533587,,,,,,,,,,,,,47.9676350417,,,81.2582699481,51.0327620539,,,,,,20.1663743657,37.912605622,22.6904507855,,,35.4950156884,,,201.6275350041,,73.8477532633,,,,25.4096042942,,,-2.6256715339,-30.8065997626,,,,,-36.3233353218,,,-33.9622266092,,,36.0369151614,,,,,-11.4767991572,,,-11.4767991572,,57.9308545635,,,,,,,57.9308545635,,,-57.9593720129,,,,737.5907334976,32.281562311,,,68.3895262516,57.7708788471,-156.4785704035,30.1601687961,30.1601687961,,-5.2833084225,-66.6546885822,,,,,-257.8762579785,,11.4767991572,-1031.304193948,-109.9625136639,-109.9625136639,,,-12.6713736126,-103.7136218274,122.1375930864,,,,201.6275350041,,,,,68.3895262516,32.281562311,,,,,737.5907334976,,,259129051.0,48.2386739127
54,600519.SH,600519,贵州茅台,10002602,通用,2011-03-31 00:00:00,一季报,2011一季报,058001001,2011-04-23 00:00:00,2012-04-26 00:00:00,CNY,6544163647.09,,,,,,,,,,,,,58272718.18,,0.0,6602436365.27,656095092.99,,,,,,542976591.21,1776810163.43,215422597.79,,0.0,3191304445.42,,0.0,3411131919.85,,,40000.0,,,11199977.29,,0.0,11239977.29,300691471.88,,,,,11610276.94,,0.0,312301748.82,,0.0,-301061771.53,,,,,25385.15,,0.0,25385.15,,,,,,,,,,,0.0,25385.15,,,0.0,3110095533.47,12888393889.29,,0.0,15998489422.76,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3411131919.85,,,,,,,,,,,3110095533.47,112.9080146144,,,,,,,,,,,,,20.9106121712,,,111.4877885016,86.4207291683,,,,,,2.5846848117,44.0621701043,18.0235833025,,,38.9258633166,,,313.5848838234,,,1500.0,,,,,,-39.9939284303,-35.8920796086,,,,,,,,-33.4167493136,,,33.1431593608,,,,,-5.6008820697,,,-5.6008820697,,,,,,,,,,,,100.0185048894,,,,1210.7113287279,32.281562311,,,60.2985153302,,,,,,,,,,,,,,,,,,,,,,,,,,313.5848838234,,,,,,,,,,,1210.7113287279,,,,
55,600519.SH,600519,贵州茅台,10002602,通用,2010-12-31 00:00:00,年报,2010年报,058001001,2011-03-21 00:00:00,2012-04-11 00:00:00,CNY,14938581885.61,,,,,,,,,,,,181031.15,138196684.26,,,15076959601.02,1669804222.04,,,,,,1492813443.35,4885737303.37,827128112.69,,,8875483081.45,,,6201476519.57,17000000.0,1731400.0,,,,56315726.51,,,75047126.51,1731913788.52,50000000.0,,,,56522892.71,,,1838436681.23,,,-1763389554.72,,,,,105801.61,,,105801.61,,1292951032.41,,,,,,,1292951032.41,,,-1292845230.8,,,,3145241734.05,9743152155.24,,,12888393889.29,5339761496.97,-3066975.05,267815117.52,267815117.52,,14719853.45,3034894.25,,,,,617857.77,,-105801.61,-469050.0,-53017136.83,-53017136.83,,,-1381879643.06,231534141.13,1782531765.03,,,,6201476519.57,,,,,12888393889.29,9743152155.24,,,,,3145241734.05,27.0693438591,,,,,,,,,,,,,-25.6559443556,,,26.2501521241,7.2397421692,,,,,,21.4355588419,17.4357249513,7.2154418091,,,14.9942887405,,,46.8174432496,-32.0,-16.7755104619,,,,,,,177.1271255346,27.6656225211,400.0,,,,,,,34.5261688028,,,-31.643279938,,,,,-33.0885452748,,,-33.0885452748,,4.6801967573,,,,,,,4.6801967573,,,-4.6850324911,,,,90.6865541723,20.3791319526,,,32.281562311,17.2829287656,-922.0354059005,42.9208008924,42.9208008924,,27.4180524472,-64.8243166412,,,,,172.0366724687,,33.0885452748,61.2178211061,-8.7758055453,-8.7758055453,,,-28.2274333368,134.4751837648,41.1418457277,,,,46.8174432496,,,,,32.281562311,20.3791319526,,,,,90.6865541723,标准无保留意见,,288567278.71,20.0149289491
